2.130682	2.130682
2.314003	2.206603
2.065861	2.125575
2.086217	2.105103
2.130918	2.198967
1.961914	1.901193
2.000674	1.941172
1.923390	1.980984
2.072741	2.105597
2.052575	2.033660
1.922748	1.902519
2.222613	1.964733
2.072330	2.196128
2.312439	2.331860
2.162188	2.205973
1.900050	1.931975
2.081179	2.151970
2.059829	2.127845
2.172312	2.193573
2.165478	2.062718
1.988983	1.936954
2.107390	2.131173
2.481070	2.440426
1.911571	1.945820
2.185914	2.192196
2.169281	2.160818
2.043293	2.011931
2.015978	2.135041
1.970212	1.911600
2.049222	1.990975
1.987539	1.911224
2.404065	2.308345
1.995007	2.100573
2.027327	2.022442
2.298303	2.333688
2.074962	2.215095
2.148551	2.231294
2.174570	2.219787
2.374652	2.400232
1.989918	2.046724
2.201790	2.297327
2.089374	1.963975
1.896390	2.083386
2.121665	1.986738
2.205751	2.396677
2.053041	2.172344
2.196074	2.306585
2.345127	2.161682
2.132196	2.247247
1.997221	2.182792
2.238718	2.217198
2.262429	2.383960
2.031976	2.070773
1.981398	1.895064
1.922078	1.993318
2.277211	2.298973
2.127983	2.134912
2.125153	2.130995
2.031297	1.957128
2.308082	2.190157
2.339113	2.328185
2.196905	2.283636
2.159116	2.250711
2.169829	2.057408
2.301016	2.437604
2.144636	2.174394
2.235766	2.201608
2.224746	2.298090
1.956920	1.964073
2.163393	2.177449
1.964360	1.955951
2.004247	2.206269
2.039549	2.017633
2.271481	2.300520
2.327847	2.309846
2.211503	2.208739
2.398328	2.399234
2.152273	2.180155
2.070021	2.144727
2.148899	2.159975
2.104322	2.318613
2.250912	2.256013
2.040520	2.117201
2.070523	2.195658
2.093794	2.057879
2.168424	2.119726
2.042464	1.959509
1.906615	2.047389
2.017203	1.989530
2.092792	2.119136
2.000345	2.121444
2.285593	2.202595
2.114032	2.032699
2.011913	1.911077
2.314549	2.457489
2.021737	1.880458
2.194247	2.163400
2.104043	2.017021
2.145535	2.122673
1.882136	1.910695
1.938282	2.119161
1.972541	2.046277
1.992849	2.026654
2.224380	2.201083
2.068167	1.969509
2.446995	2.511045
2.156201	2.053322
1.972480	2.037674
2.297451	2.229707
2.382859	2.350867
1.952627	1.927724
2.156937	2.259444
1.884585	1.849098
2.346122	2.295533
2.115491	2.032386
2.152694	2.124291
1.927850	1.992991
2.014174	1.966143
2.185302	2.094853
2.121901	2.214331
2.133911	2.071298
1.992403	2.007566
2.062213	2.246624
2.182570	2.123878
2.034117	2.050757
2.112798	1.992485
2.254457	2.176431
2.351690	2.444079
1.909556	1.987094
1.969782	1.939802
2.173068	2.113761
2.175217	2.126251
1.966927	1.902289
2.019246	2.080342
2.045312	2.017861
2.207486	2.098634
2.169365	2.146856
2.115391	2.032544
2.024850	2.031385
2.233342	2.308548
2.334807	2.363358
2.133251	1.996918
2.075207	1.945137
2.332013	2.196411
2.061625	2.140932
2.226743	2.009424
2.337056	2.201097
2.252584	2.293222
2.136025	2.312065
2.281949	2.189322
2.082166	1.996910
1.879031	1.955931
2.123473	2.282389
2.245146	2.071335
2.102947	2.138813
2.433141	2.378243
1.909069	1.997960
2.430803	2.436742
2.302430	2.249400
2.227068	2.042768
2.285607	2.298797
1.935213	1.941882
2.246097	2.262617
2.133879	2.051729
1.808687	1.818452
2.295266	2.287770
2.120572	2.133069
2.171738	2.252551
2.112518	2.090050
2.198119	2.326777
2.019757	1.989591
2.052405	1.994512
2.232944	2.294406
2.161255	2.159979
2.253365	2.247853
2.251079	2.270549
2.156183	2.046500
