2.130682	2.130682
2.174714	2.149056
2.113286	2.128783
2.120982	2.124647
2.131661	2.149502
2.089543	2.072287
2.099363	2.081699
2.081699	2.095043
2.118468	2.127518
2.110957	2.107222
2.079077	2.075273
2.151145	2.088974
2.114066	2.143950
2.174537	2.178717
2.140593	2.152453
2.071260	2.080100
2.117615	2.139831
2.111187	2.127544
2.141240	2.146689
2.140339	2.114041
2.096396	2.082848
2.126561	2.133436
2.217350	2.206110
2.074732	2.084554
2.145224	2.146803
2.143683	2.140163
2.109428	2.103410
2.104638	2.134223
2.091499	2.078109
2.110351	2.094987
2.095865	2.077342
2.197397	2.174031
2.099021	2.125876
2.104108	2.102047
2.172336	2.180298
2.113357	2.147511
2.136194	2.156561
2.142611	2.154153
2.189811	2.196862
2.097209	2.110522
2.146254	2.172406
2.117385	2.084958
2.073530	2.122463
2.131129	2.100572
2.151147	2.193081
2.111519	2.138416
2.144462	2.171046
2.180862	2.130301
2.125324	2.157774
2.098821	2.141496
2.156229	2.151469
2.164949	2.193660
2.104385	2.115288
2.095025	2.072534
2.081066	2.097150
2.169464	2.174542
2.129914	2.131639
2.130941	2.132109
2.106107	2.088593
2.174927	2.142815
2.178090	2.175879
2.144813	2.163954
2.135322	2.155686
2.143637	2.117177
2.174531	2.206565
2.134472	2.141486
2.157830	2.148522
2.151500	2.168820
2.085744	2.087322
2.140564	2.143575
2.090080	2.088712
2.099334	2.147511
2.109504	2.103094
2.164847	2.170252
2.175128	2.171425
2.151139	2.150047
2.195261	2.196975
2.135558	2.143713
2.117166	2.135328
2.136836	2.141406
2.128334	2.174444
2.164023	2.164659
2.107355	2.128322
2.115576	2.146113
2.121076	2.110031
2.141904	2.127237
2.113200	2.092748
2.072620	2.110387
2.102454	2.094639
2.123999	2.129481
2.094995	2.129893
2.165691	2.147720
2.127835	2.106296
2.099065	2.072104
2.175889	2.209411
2.101770	2.068305
2.147515	2.139329
2.124088	2.101768
2.134317	2.128289
2.069674	2.074759
