0.426136 	0.426136 
0.443975 	0.433558 
0.419341 	0.425465 
0.422090 	0.423683 
0.426405 	0.433428 
0.409540 	0.402924 
0.413450 	0.406765 
0.406180 	0.411651 
0.420946 	0.424447 
0.418277 	0.416655 
0.405455 	0.403774 
0.434642 	0.409521 
0.419770 	0.431848 
0.443880 	0.445635 
0.429828 	0.434443 
0.402609 	0.406027 
0.421008 	0.429259 
0.418585 	0.425210 
0.430334 	0.432497 
0.429846 	0.419415 
0.412276 	0.406929 
0.424248 	0.426873 
0.460911 	0.456561 
0.403926 	0.407684 
0.431851 	0.432483 
0.430882 	0.429669 
0.417562 	0.414919 
0.415390 	0.427244 
0.410352 	0.404827 
0.418003 	0.411966 
0.412105 	0.404624 
0.453015 	0.443607 
0.413184 	0.423854 
0.415611 	0.414903 
0.442823 	0.446124 
0.419669 	0.433448 
0.428201 	0.436400 
0.430777 	0.435360 
0.450021 	0.452751 
0.412525 	0.417972 
0.432655 	0.442803 
0.421209 	0.408394 
0.403118 	0.422366 
0.425963 	0.413330 
0.434076 	0.451586 
0.418437 	0.429569 
0.431987 	0.442749 
0.446629 	0.427052 
0.424777 	0.437244 
0.413218 	0.430764 
0.436546 	0.434557 
0.439650 	0.451355 
0.415847 	0.420040 
0.411671 	0.402802 
0.405967 	0.412621 
0.441355 	0.443435 
0.425839 	0.426531 
0.426010 	0.426521 
0.416272 	0.409127 
0.443815 	0.431328 
0.445684 	0.444738 
0.432092 	0.440076 
0.428306 	0.436771 
0.430909 	0.420131 
0.443485 	0.456559 
0.427616 	0.430477 
0.436878 	0.433251 
0.434788 	0.441837 
0.408368 	0.409034 
0.429847 	0.431122 
0.409767 	0.409123 
0.413585 	0.433141 
0.417469 	0.415032 
0.439931 	0.442312 
0.444515 	0.442939 
0.434271 	0.433894 
0.452256 	0.452760 
0.428156 	0.431255 
0.420517 	0.427844 
0.428373 	0.429945 
0.424658 	0.444029 
0.439019 	0.439368 
0.416926 	0.425046 
0.420104 	0.432410 
0.422350 	0.418228 
0.430374 	0.424860 
0.418528 	0.410326 
0.403233 	0.417975 
0.414836 	0.411831 
0.423107 	0.425439 
0.412303 	0.425626 
0.440599 	0.433070 
0.424820 	0.416372 
0.413762 	0.403221 
0.444305 	0.457985 
0.414814 	0.401187 
0.432740 	0.429524 
0.423502 	0.414651 
0.427600 	0.425230 
0.401617 	0.403921 
